1 114
1 62
1 62
2 781
4 2196
3 2093
4 945
3 2135
5 5040
1 71
1 65
1 65
3 450
3 369
3 1156
4 2817
4 1107
3 2116
1 71
1 104
1 62
3 1505
3 849
3 477
4 3210
4 8505
4 4416
1 74
1 59
1 109
1 77
3 615
3 1242
3 1335
4 7235
6 17739
1 71
1 62
1 59
3 1175
2 346
2 265
3 1656
4 2601
5 49003
1 65
1 62
1 62
4 1845
4 1107
3 636
4 13232
4 1206
5 23904
1 68
1 99
1 59
3 1955
4 1125
2 186
5 19650
4 6772
4 3513
1 71
1 59
1 65
5 8955
4 945
3 609
4 4755
5 13685
4 3573
1 83
1 124
1 56
4 4700
3 1422
4 1980
4 6348
4 5763
5 5364
1 59
1 65
1 65
3 996
4 1287
3 2945
4 14115
6 21675
4 13308
1 65
1 77
1 65
4 1107
4 1800
3 660
5 6948
4 1188
4 2439
1 134
1 68
1 104
5 4509
3 3510
3 1023
5 6048
6 9801
5 5859
1 68
1 56
1 65
2 457
3 450
4 2850
3 1371
4 2682
5 45340
1 74
1 71
1 62
3 2308
2 421
3 750
4 3009
5 4239
3 1739
1 59
1 65
1 65
4 1764
4 2844
4 3180
4 7485
5 8361
4 5031
1 114
1 62
1 62
3 423
4 2133
2 213
4 16044
6 5805
4 4359
1 71
1 62
1 53
4 1269
4 1026
3 3243
4 4676
5 9729
4 8289
1 59
1 65
1 59
4 2480
3 423
2 295
4 5541
4 2979
4 5955
1 107
1 99
1 62
4 2475
3 489
3 642
3 4787
4 5584
4 11442
1 109
1 137
1 59
2 213
2 342
2 223
5 2349
5 22599
5 5004
1 65
1 68
1 59
3 489
4 2115
4 1575
3 3670
4 3144
6 17865
1 77
1 89
1 65
3 1798
4 1980
3 795
4 21776
4 14523
5 5211
1 62
1 59
1 109
3 955
3 993
2 538
3 1447
2 692
6 11745
1 59
1 74
1 109
3 954
4 20049
3 700
5 5787
3 1794
4 4761
1 65
1 68
1 65
4 1044
5 2403
2 177
5 8415
4 3519
4 6900
1 65
1 104
1 109
3 732
4 1728
3 786
4 4404
4 6828
3 531
1 65
1 77
1 62
2 268
3 795
3 477
5 5211
5 10425
5 16827
1 59
1 59
1 59
3 1242
4 3366
3 636
4 1710
3 4841
6 16146
1 56
1 59
1 124
3 2705
3 822
3 1083
4 11280
4 4820
4 4908
1 62
1 77
1 53
3 636
2 403
2 394
4 3849
5 14886
4 2404
1 68
1 62
1 114
3 636
4 3585
4 1712
3 2085
3 849
3 4112
1 65
1 74
1 59
3 2210
3 369
4 1287
5 5760
6 55200
3 2397
7 31104
6 27648
7 15516
7 20736
8 15552
7 23040
7 13824
7 34524
7 77760
5 3456
7 17442
6 38880
6 9600
7 3456
5 5184
6 1584
7 23040
6 8640
6 8400
7 5616
8 8640
8 23328
7 5184
7 30720
6 6480
7 7680
8 34560
8 19440
8 23040
6 7040
7 27648
7 72000
7 17496
7 103572
7 12960
7 19200
7 48600
7 6480
6 11520
7 38880
7 5184
7 12960
6 19440
7 26244
7 8640
7 34560
8 9216
7 25920
6 20736
6 7776
7 57600
7 32400
6 2592
7 32400
5 7776
7 5184
7 19440
8 26244
6 5760
6 4320
6 31104
7 34992
7 5760
7 32400
7 6912
6 19188
5 8640
6 2160
6 8640
6 38880
6 115056
6 19440
2 107
4 1044
6 1728
5 1458
3 390
6 8640
5 486
3 162
4 540
5 2250
3 108
3 348
2 199
3 81
6 3240
5 1296
7 3888
3 486
6 944
3 72
4 960
5 5754
5 864
4 144
4 216
4 270
4 384
6 4320
3 240
3 54
4 270
4 1800
4 648
3 342
5 2160
5 432
4 540
4 540
5 1080
5 1350
4 540
6 23328
5 540
4 486
5 810
4 1200
5 1944
3 180
5 486
5 1152
4 324
5 1800
5 810
4 648
5 810
4 324
5 1080
4 324
5 1080
5 972
