1 114
1 62
1 62
2 781
2 2196
2 2093
4 945
4 2135
4 5040
1 71
1 65
1 65
2 450
2 369
2 1156
4 2817
4 1107
4 2116
1 71
1 104
1 62
2 1505
2 849
2 477
4 3210
4 8505
4 4416
1 74
1 59
1 109
2 77
2 615
2 1242
4 1335
4 7235
4 17739
1 71
1 62
1 59
2 1175
2 346
2 265
4 1656
4 2601
4 49003
1 65
1 62
1 62
2 1845
2 1107
2 636
4 13232
4 1206
4 23904
1 68
1 99
1 59
2 1955
2 1125
2 186
4 19650
4 6772
4 3513
1 71
1 59
1 65
2 8955
2 945
2 609
4 4755
4 13685
4 3573
1 83
1 124
1 56
2 4700
2 1422
2 1980
4 6348
4 5763
4 5364
1 59
1 65
1 65
2 996
2 1287
2 2945
4 14115
4 21675
4 13308
1 65
1 77
1 65
2 1107
2 1800
2 660
4 6948
4 1188
4 2439
1 134
1 68
1 104
2 4509
2 3510
2 1023
4 6048
4 9801
4 5859
1 68
1 56
1 65
2 457
2 450
2 2850
4 1371
4 2682
4 45340
1 74
1 71
1 62
2 2308
2 421
2 750
4 3009
4 4239
4 1739
1 59
1 65
1 65
2 1764
2 2844
2 3180
4 7485
4 8361
4 5031
1 114
1 62
1 62
2 423
2 2133
2 213
4 16044
4 5805
4 4359
1 71
1 62
1 53
2 1269
2 1026
2 3243
4 4676
4 9729
4 8289
1 59
1 65
1 59
2 2480
2 423
2 295
4 5541
4 2979
4 5955
1 107
1 99
1 62
2 2475
2 489
2 642
4 4787
4 5584
4 11442
1 109
1 137
1 59
2 213
2 342
2 223
4 2349
4 22599
4 5004
1 65
1 68
1 59
2 489
2 2115
2 1575
4 3670
4 3144
4 17865
1 77
1 89
1 65
2 1798
2 1980
2 795
4 21776
4 14523
4 5211
1 62
1 59
1 109
2 955
2 993
2 538
4 1447
4 692
4 11745
1 59
1 74
1 109
2 954
2 20049
2 700
4 5787
4 1794
4 4761
1 65
1 68
1 65
2 1044
2 2403
2 177
4 8415
4 3519
4 6900
1 65
1 104
1 109
2 732
2 1728
2 786
4 4404
4 6828
4 531
1 65
1 77
1 62
2 268
2 795
2 477
4 5211
4 10425
4 16827
1 59
1 59
1 59
2 1242
2 3366
2 636
4 1710
4 4841
4 16146
1 56
1 59
1 124
2 2705
2 822
2 1083
4 11280
4 4820
4 4908
1 62
1 77
1 53
2 636
2 403
2 394
4 3849
4 14886
4 2404
1 68
1 62
1 114
2 636
2 3585
2 1712
4 2085
4 849
4 4112
1 65
1 74
1 59
2 2210
2 369
2 1287
4 5760
4 55200
4 2397
1 31104
1 27648
1 15516
2 20736
2 15552
2 23040
4 13824
4 34524
4 77760
1 3456
1 17442
1 38880
2 9600
2 3456
2 5184
4 1584
4 23040
4 8640
1 8400
1 5616
1 8640
2 23328
2 5184
2 30720
4 6480
4 7680
4 34560
1 19440
1 23040
1 7040
2 27648
2 72000
2 17496
4 103572
4 12960
4 19200
1 48600
1 6480
1 11520
2 38880
2 5184
2 12960
4 19440
4 26244
4 8640
1 34560
1 9216
1 25920
2 20736
2 7776
2 57600
4 32400
4 2592
4 32400
1 7776
1 5184
1 19440
2 26244
2 5760
2 4320
4 31104
4 34992
4 5760
1 32400
1 6912
1 19188
2 8640
2 2160
2 8640
4 38880
4 115056
4 19440
1 107
1 1044
1 1728
2 1458
2 390
2 8640
4 486
4 162
4 540
1 2250
1 108
1 348
2 199
2 81
2 3240
4 1296
4 3888
4 486
1 944
1 72
1 960
2 5754
2 864
2 144
4 216
4 270
4 384
1 4320
1 240
1 54
2 270
2 1800
2 648
4 342
4 2160
4 432
1 540
1 540
1 1080
2 1350
2 540
2 23328
4 540
4 486
4 810
1 1200
1 1944
1 180
2 486
2 1152
2 324
4 1800
4 810
4 648
1 810
1 324
1 1080
2 324
2 1080
2 972
