1 0.045
1 0.029
1 0.028
2 0.17
2 0.261
2 0.247
4 0.149
4 0.303
4 0.65
1 0.033
1 0.029
1 0.031
2 0.096
2 0.086
2 0.235
4 0.52
4 0.129
4 0.34
1 0.031
1 0.044
1 0.029
2 0.272
2 0.112
2 0.088
4 0.437
4 0.851
4 0.449
1 0.033
1 0.032
1 0.046
2 0.031
2 0.127
2 0.211
4 0.273
4 0.944
4 1.768
1 0.035
1 0.027
1 0.027
2 0.219
2 0.095
2 0.081
4 0.318
4 0.253
4 6.282
1 0.029
1 0.03
1 0.027
2 0.22
2 0.191
2 0.144
4 1.212
4 0.211
4 2.627
1 0.029
1 0.042
1 0.027
2 0.223
2 0.204
2 0.054
4 1.873
4 0.97
4 0.465
1 0.031
1 0.028
1 0.028
2 0.923
2 0.11
2 0.107
4 0.7
4 1.849
4 0.38
1 0.035
1 0.05
1 0.026
2 0.53
2 0.309
2 0.216
4 0.662
4 0.873
4 0.737
1 0.028
1 0.029
1 0.031
2 0.18
2 0.221
2 0.495
4 1.261
4 1.95
4 1.711
1 0.03
1 0.035
1 0.031
2 0.142
2 0.213
2 0.132
4 0.656
4 0.165
4 0.369
1 0.051
1 0.029
1 0.044
2 0.638
2 0.556
2 0.212
4 0.851
4 0.883
4 0.593
1 0.032
1 0.027
1 0.029
2 0.089
2 0.112
2 0.334
4 0.163
4 0.302
4 3.875
1 0.031
1 0.031
1 0.028
2 0.401
2 0.089
2 0.164
4 0.383
4 0.411
4 0.203
1 0.026
1 0.027
1 0.026
2 0.221
2 0.313
2 0.488
4 0.887
4 0.84
4 0.484
1 0.04
1 0.025
1 0.026
2 0.078
2 0.261
2 0.059
4 2.094
4 0.513
4 0.572
1 0.027
1 0.026
1 0.02
2 0.158
2 0.165
2 0.47
4 0.715
4 0.935
4 0.91
1 0.024
1 0.029
1 0.024
2 0.287
2 0.081
2 0.075
4 0.773
4 0.346
4 0.571
1 0.039
1 0.035
1 0.026
2 0.374
2 0.093
2 0.112
4 0.55
4 0.549
4 1.586
1 0.043
1 0.051
1 0.023
2 0.06
2 0.072
2 0.061
4 0.326
4 2.113
4 0.655
1 0.024
1 0.026
1 0.022
2 0.105
2 0.329
2 0.275
4 0.652
4 0.436
4 1.948
1 0.03
1 0.036
1 0.026
2 0.304
2 0.219
