1 0.045
1 0.029
1 0.028
2 0.17
4 0.261
3 0.247
4 0.149
3 0.303
5 0.65
1 0.033
1 0.029
1 0.031
3 0.096
3 0.086
3 0.235
4 0.52
4 0.129
3 0.34
1 0.031
1 0.044
1 0.029
3 0.272
3 0.112
3 0.088
4 0.437
4 0.851
4 0.449
1 0.033
1 0.032
1 0.046
1 0.031
3 0.127
3 0.211
3 0.273
4 0.944
6 1.768
1 0.035
1 0.027
1 0.027
3 0.219
2 0.095
2 0.081
3 0.318
4 0.253
5 6.282
1 0.029
1 0.03
1 0.027
4 0.22
4 0.191
3 0.144
4 1.212
4 0.211
5 2.627
1 0.029
1 0.042
1 0.027
3 0.223
4 0.204
2 0.054
5 1.873
4 0.97
4 0.465
1 0.031
1 0.028
1 0.028
5 0.923
4 0.11
3 0.107
4 0.7
5 1.849
4 0.38
1 0.035
1 0.05
1 0.026
4 0.53
3 0.309
4 0.216
4 0.662
4 0.873
5 0.737
1 0.028
1 0.029
1 0.031
3 0.18
4 0.221
3 0.495
4 1.261
6 1.95
4 1.711
1 0.03
1 0.035
1 0.031
4 0.142
4 0.213
3 0.132
5 0.656
4 0.165
4 0.369
1 0.051
1 0.029
1 0.044
5 0.638
3 0.556
3 0.212
5 0.851
6 0.883
5 0.593
1 0.032
1 0.027
1 0.029
2 0.089
3 0.112
4 0.334
3 0.163
4 0.302
5 3.875
1 0.031
1 0.031
1 0.028
3 0.401
2 0.089
3 0.164
4 0.383
5 0.411
3 0.203
1 0.026
1 0.027
1 0.026
4 0.221
4 0.313
4 0.488
4 0.887
5 0.84
4 0.484
1 0.04
1 0.025
1 0.026
3 0.078
4 0.261
2 0.059
4 2.094
6 0.513
4 0.572
1 0.027
1 0.026
1 0.02
4 0.158
4 0.165
3 0.47
4 0.715
5 0.935
4 0.91
1 0.024
1 0.029
1 0.024
4 0.287
3 0.081
2 0.075
4 0.773
4 0.346
4 0.571
1 0.039
1 0.035
1 0.026
4 0.374
3 0.093
3 0.112
3 0.55
4 0.549
4 1.586
1 0.043
1 0.051
1 0.023
2 0.06
2 0.072
2 0.061
5 0.326
5 2.113
5 0.655
1 0.024
1 0.026
1 0.022
3 0.105
4 0.329
4 0.275
3 0.652
4 0.436
6 1.948
1 0.03
1 0.036
1 0.026
3 0.304
4 0.219
